task_id,country,evaluator_id,hire_date,task_date,task_type,accuracy,duration_sec,payment_usd
17606,DE,1075,2024-09-24,2025-03-02,Image Labelling,0.973,491,2.7
17607,US,1068,2025-02-16,2025-04-02,Image Labelling,0.996,181,0.59
17608,DE,1188,2025-01-01,2025-01-28,Image Labelling,0.891,559,2.15
17609,DE,1041,2024-10-22,2025-03-20,Image Labelling,0.935,103,0.4
17610,DE,1159,2024-12-20,2025-02-08,Image Labelling,0.755,166,0.74
17611,US,1129,2025-02-01,2025-03-15,Image Labelling,0.949,680,2.1
17612,DE,1007,2024-09-29,2025-02-18,Business Search,0.969,342,0.97
17613,IN,1053,2025-02-20,2025-03-02,Image Labelling,0.922,198,1.03
17614,DE,1135,2025-03-26,2025-04-08,Business Search,0.985,200,0.93
17615,IN,1087,2024-09-08,2025-02-01,Image Labelling,0.919,65,0.24
17616,DE,1140,2024-12-31,2025-03-16,Receipt Transcription,0.964,52,0.24
17617,DE,1028,2024-09-10,2025-02-09,Image Labelling,0.896,107,0.4
17618,IT,1012,2024-10-28,2025-03-19,Receipt Transcription,0.913,189,0.93
17619,ZA,1057,2024-12-15,2025-03-25,Business Search,0.953,91,0.46
17620,US,1062,2024-10-01,2025-02-12,Receipt Transcription,0.95,44,0.15
17621,US,1086,2025-01-02,2025-01-27,Image Labelling,0.914,285,1.11
17622,IN,1174,2024-12-31,2025-02-03,Receipt Transcription,0.947,610,3.0
17623,BR,1086,2024-10-30,2025-03-30,Image Labelling,0.942,256,1.36
17624,ZA,1073,2024-12-31,2025-03-02,Image Labelling,0.988,292,1.12
17625,DE,1037,2025-03-01,2025-03-01,Image Labelling,0.957,438,2.26
17626,DE,1068,2024-10-10,2025-03-30,Business Search,0.967,122,0.4
17627,IN,1068,2024-11-04,2025-03-12,Business Search,0.985,269,1.13
17628,IT,1167,2024-10-24,2025-03-25,Receipt Transcription,0.983,107,0.51
17629,IN,1128,2024-11-06,2025-04-19,Image Labelling,0.964,803,2.71
17630,BR,1129,2024-11-20,2025-03-13,Business Search,0.919,243,1.08
17631,IN,1112,2024-12-25,2025-03-25,Receipt Transcription,0.927,43,0.13
17632,DE,1028,2025-02-26,2025-03-25,Business Search,0.968,152,0.5
17633,DE,1121,2025-02-11,2025-03-16,Image Labelling,0.652,207,0.99
17634,IN,1006,2025-01-05,2025-03-27,Business Search,0.94,132,0.43
17635,DE,1184,2025-03-31,2025-04-12,Receipt Transcription,0.951,281,1.08
17636,DE,1054,2024-11-19,2025-04-09,Business Search,0.922,78,0.43
17637,US,1163,2024-10-24,2025-02-01,Image Labelling,0.944,54,0.2
17638,US,1006,2024-11-07,2025-04-22,Image Labelling,0.961,71,0.39
17639,DE,1091,2024-12-22,2025-04-13,Receipt Transcription,0.956,392,2.09
17640,NG,1009,2024-11-01,2025-04-24,Image Labelling,1.0,775,3.04
17641,UK,1079,2024-12-25,2025-02-13,Image Labelling,0.965,899,2.75
17642,IT,1073,2025-01-13,2025-03-16,Image Labelling,0.907,161,0.47
17643,UK,1166,2024-12-21,2025-03-07,Image Labelling,0.982,67,0.22
17644,US,1057,2025-01-07,2025-03-01,Image Labelling,0.893,96,0.3
17645,ZA,1089,2024-10-12,2025-03-04,Image Labelling,0.946,65,0.26
17646,BR,1097,2025-01-12,2025-04-18,Image Labelling,0.936,1193,5.87
17647,US,1039,2025-01-08,2025-03-30,Image Labelling,0.889,688,3.77
17648,IN,1141,2024-12-05,2025-02-25,Image Labelling,0.975,161,0.77
17649,UK,1128,2024-10-07,2025-03-02,Receipt Transcription,0.953,170,0.73
17650,ZA,1144,2025-01-26,2025-03-10,Business Search,0.923,748,2.57
17651,UK,1048,2025-01-03,2025-03-01,Image Labelling,0.934,782,2.5
17652,UK,1085,2024-08-31,2025-02-14,Business Search,0.967,378,1.51
17653,IT,1143,2024-12-26,2025-03-07,Image Labelling,1.0,337,1.85
17654,NG,1134,2024-08-08,2025-02-03,Receipt Transcription,0.971,164,0.7
17655,US,1142,2025-01-25,2025-04-13,Image Labelling,0.904,301,1.28
17656,IN,1114,2025-01-25,2025-04-11,Image Labelling,0.905,88,0.46
17657,US,1020,2025-01-01,2025-04-17,Image Labelling,0.962,292,1.09
17658,BR,1065,2024-10-07,2025-03-08,Image Labelling,0.93,377,1.9
17659,US,1186,2024-11-17,2025-03-26,Receipt Transcription,0.941,538,2.7
17660,BR,1175,2024-11-23,2025-04-09,Image Labelling,0.917,354,1.87
17661,DE,1088,2024-09-02,2025-02-24,Business Search,0.939,334,1.68
17662,DE,1177,2024-11-02,2025-03-25,Business Search,0.982,187,0.68
17663,ZA,1137,2024-12-13,2025-03-07,Image Labelling,1.0,170,0.85
17664,ZA,1051,2024-11-03,2025-03-01,Receipt Transcription,0.983,1033,3.84
17665,IN,1195,2024-11-16,2025-04-14,Receipt Transcription,0.917,140,0.76
17666,US,1157,2025-02-22,2025-03-24,Business Search,0.974,288,1.51
17667,IT,1033,2025-01-21,2025-03-24,Image Labelling,0.926,56,0.3
17668,IT,1093,2024-10-25,2025-02-10,Image Labelling,0.924,226,0.66
17669,IT,1085,2024-12-21,2025-02-27,Image Labelling,0.975,54112,294.91
17670,IT,1064,2025-04-03,2025-04-12,Image Labelling,0.966,321,0.93
17671,US,1059,2024-08-30,2025-02-15,Business Search,0.909,274,1.22
17672,IN,1135,2025-01-17,2025-04-24,Receipt Transcription,0.913,630,2.17
17673,IN,1074,2024-12-18,2025-04-11,Receipt Transcription,0.96,85,0.28
17674,US,1192,2024-10-14,2025-02-20,Image Labelling,0.938,179,0.88
17675,IT,1068,2025-01-30,2025-02-05,Receipt Transcription,0.942,312,1.18
17676,IT,1184,2025-01-10,2025-02-11,Receipt Transcription,0.953,122,0.59
17677,IN,1044,2024-09-08,2025-02-17,Business Search,0.919,97,0.44
17678,US,1048,2024-09-29,2025-02-17,Receipt Transcription,0.988,765,3.61
17679,IN,1061,2025-01-17,2025-01-28,Image Labelling,0.939,214,0.98
17680,UK,1166,2024-11-11,2025-04-01,Image Labelling,0.972,213,1.09
17681,IT,1148,2024-11-14,2025-04-24,Image Labelling,0.947,212,0.92
17682,IN,1120,2025-01-22,2025-02-21,Receipt Transcription,0.977,481,1.59
17683,IN,1052,2025-01-17,2025-01-28,Image Labelling,0.964,224,1.17
17684,US,1172,2024-11-15,2025-04-19,Image Labelling,0.981,47,0.26
17685,IT,1096,2024-10-29,2025-02-14,Image Labelling,0.893,601,2.06
17686,ZA,1120,2024-08-02,2025-01-27,Image Labelling,0.944,673,3.73
17687,US,1155,2024-10-13,2025-02-16,Receipt Transcription,0.95,38,0.17
17688,BR,1052,2024-11-06,2025-02-05,Receipt Transcription,0.942,57,0.24
17689,IN,1008,2025-02-17,2025-04-02,Image Labelling,1.0,129,0.41
17690,IN,1074,2024-09-24,2025-01-27,Image Labelling,0.972,187,0.83
17691,UK,1103,2025-02-22,2025-03-07,Receipt Transcription,0.936,43,0.14
17692,UK,1092,2024-12-28,2025-03-12,Receipt Transcription,0.987,129,0.49
17693,BR,1123,2025-02-04,2025-04-07,Image Labelling,0.982,343,1.81
17694,DE,1121,2024-11-27,2025-03-15,Image Labelling,0.98,1262,3.73
17695,US,1198,2024-12-30,2025-02-07,Image Labelling,0.939,99,0.44
17696,IN,1060,2025-02-05,2025-03-06,Image Labelling,0.967,103,0.37
17697,US,1154,2025-03-26,2025-04-21,Image Labelling,0.969,453,1.82
17698,IN,1123,2024-12-24,2025-02-17,Image Labelling,0.939,330,1.3
17699,IN,1149,2024-09-20,2025-02-22,Receipt Transcription,0.952,66,0.3
17700,BR,1094,2025-02-03,2025-04-15,Receipt Transcription,0.905,161,0.81
17701,IN,1029,2024-10-29,2025-04-07,Business Search,0.922,638,2.5
17702,US,1091,2024-10-11,2025-02-22,Receipt Transcription,0.953,160,0.74
17703,DE,1083,2024-11-23,2025-03-31,Receipt Transcription,0.932,351,1.74
17704,IN,1014,2024-09-18,2025-02-03,Business Search,0.962,515,1.56
17705,DE,1142,2024-12-16,2025-03-16,Image Labelling,0.945,872,3.3
17706,ZA,1052,2025-02-26,2025-04-15,Image Labelling,0.985,254,0.83
17707,IN,1022,2025-03-11,2025-04-12,Image Labelling,0.935,830,4.01
17708,US,1069,2024-11-17,2025-02-14,Image Labelling,0.974,99,0.48
17709,BR,1108,2025-01-07,2025-03-15,Image Labelling,0.77,195,0.65
17710,US,1143,2024-11-05,2025-03-03,Image Labelling,0.936,85,0.32
17711,US,1086,2025-01-15,2025-03-18,Image Labelling,0.98,178,0.8
17712,IN,1192,2025-01-23,2025-02-02,Receipt Transcription,0.961,584,3.11
17713,BR,1172,2025-02-16,2025-04-25,Receipt Transcription,0.948,76,0.23
17714,IT,1006,2024-10-10,2025-03-18,Image Labelling,0.929,59,0.28
17715,UK,1172,2024-10-02,2025-02-06,Business Search,0.954,268,0.94
17716,DE,1038,2025-01-15,2025-03-25,Business Search,0.906,53,0.15
17717,UK,1103,2024-12-21,2025-01-27,Image Labelling,1.0,160,0.65
17718,UK,1049,2024-10-18,2025-01-27,Receipt Transcription,0.995,35,0.15
17719,UK,1176,2024-08-28,2025-02-12,Receipt Transcription,0.916,254,1.38
17720,IN,1047,2024-11-08,2025-02-20,Receipt Transcription,0.983,192,0.6
17721,BR,1048,2024-09-12,2025-02-19,Image Labelling,0.937,431,1.39
17722,UK,1167,2024-10-31,2025-03-07,Receipt Transcription,0.894,600,2.03
17723,US,1166,2025-02-21,2025-03-14,Image Labelling,0.964,561,1.67
17724,NG,1184,2024-10-30,2025-03-05,Receipt Transcription,0.927,255,0.87
17725,IN,1081,2024-11-12,2025-03-01,Image Labelling,0.91,344,1.7
17726,BR,1062,2025-01-23,2025-03-28,Receipt Transcription,0.905,924,3.2
17727,US,1183,2024-08-31,2025-02-18,Image Labelling,0.945,226,0.69
17728,US,1129,2025-01-24,2025-03-24,Business Search,0.887,265,1.16
17729,IT,1111,2025-04-08,2025-04-23,Receipt Transcription,0.962,216,0.67
17730,IN,1153,2025-01-25,2025-03-10,Image Labelling,0.968,90,0.47
17731,DE,1095,2024-12-26,2025-03-14,Receipt Transcription,0.957,211,0.76
17732,IT,1150,2024-10-24,2025-04-02,Receipt Transcription,0.989,595,2.4
17733,US,1120,2025-03-08,2025-03-13,Business Search,0.936,121,0.64
17734,DE,1017,2024-09-18,2025-02-08,Image Labelling,0.981,224,0.98
17735,IN,1087,2025-02-01,2025-03-22,Receipt Transcription,0.946,274,1.37
17736,DE,1067,2024-11-25,2025-03-13,Business Search,0.929,197,0.86
17737,IN,1059,2025-02-13,2025-04-22,Image Labelling,0.974,1385,4.68
17738,DE,1129,2024-12-19,2025-02-04,Image Labelling,0.943,422,1.45
17739,UK,1093,2024-12-15,2025-03-16,Image Labelling,0.942,943,5.0
17740,UK,1048,2025-01-15,2025-03-23,Image Labelling,0.99,100,0.42
17741,DE,1165,2025-01-12,2025-03-23,Receipt Transcription,0.989,236,0.66
17742,US,1158,2025-01-04,2025-02-01,Business Search,0.974,322,1.34
17743,IN,1167,2025-01-31,2025-02-25,Image Labelling,0.974,101,0.52
17744,NG,1079,2025-01-03,2025-02-19,Receipt Transcription,0.921,136,0.74
17745,DE,1126,2024-12-14,2025-03-29,Image Labelling,0.621,146,0.56
17746,US,1052,2025-02-21,2025-04-03,Image Labelling,0.961,563,2.93
17747,ZA,1063,2024-09-28,2025-02-14,Receipt Transcription,0.964,44,0.14
17748,UK,1032,2024-11-16,2025-04-11,Image Labelling,0.972,226,0.88
17749,US,1057,2025-02-10,2025-03-11,Business Search,0.953,311,1.15
17750,DE,1049,2024-08-28,2025-02-19,Receipt Transcription,0.953,30,0.12
17751,IN,1063,2025-01-06,2025-02-22,Image Labelling,0.902,713,2.91
17752,UK,1130,2025-02-06,2025-02-19,Receipt Transcription,0.945,560,2.81
17753,IT,1124,2025-01-03,2025-03-22,Image Labelling,0.978,672,3.49
17754,DE,1060,2025-02-11,2025-03-15,Receipt Transcription,0.958,120,0.5
17755,US,1123,2024-12-01,2025-04-21,Receipt Transcription,0.9,289,1.3
17756,UK,1137,2025-01-31,2025-02-20,Business Search,0.996,389,1.61
17757,IN,1065,2024-11-29,2025-02-24,Receipt Transcription,0.957,85,0.46
17758,IN,1178,2025-01-12,2025-01-27,Image Labelling,0.949,560,2.47
17759,US,1029,2024-09-14,2025-02-22,Receipt Transcription,0.978,127,0.56
17760,US,1024,2024-12-25,2025-02-18,Image Labelling,0.926,122,0.54
17761,IN,1170,2024-11-13,2025-03-04,Receipt Transcription,0.933,119,0.6
17762,NG,1119,2024-11-01,2025-03-12,Receipt Transcription,0.949,87,0.46
17763,UK,1087,2025-03-23,2025-03-28,Business Search,0.962,67012,219.44
17764,IT,1191,2024-12-07,2025-02-13,Receipt Transcription,0.94,242,0.97
17765,US,1186,2025-01-27,2025-03-18,Receipt Transcription,0.992,195,0.98
17766,UK,1189,2024-12-25,2025-04-02,Image Labelling,0.952,134,0.53
17767,US,1009,2024-10-02,2025-02-17,Business Search,0.972,139,0.4
17768,IN,1191,2025-02-04,2025-02-27,Image Labelling,1.0,622,3.01
17769,DE,1093,2024-11-21,2025-02-14,Business Search,0.944,284,1.17
17770,NG,1125,2025-01-13,2025-02-05,Receipt Transcription,0.92,297,0.86
17771,IN,1187,2024-11-14,2025-04-05,Image Labelling,0.931,265,1.38
17772,NG,1098,2024-09-29,2025-02-17,Business Search,0.916,689,3.03
17773,UK,1087,2025-01-01,2025-03-01,Image Labelling,0.92,369,2.0
17774,US,1019,2024-12-21,2025-02-18,Business Search,0.928,137,0.56
17775,ZA,1116,2024-10-15,2025-01-30,Image Labelling,0.933,185,0.59
17776,IN,1102,2024-10-05,2025-04-02,Receipt Transcription,0.988,289,1.01
17777,NG,1176,2024-09-30,2025-03-25,Image Labelling,0.918,69999,377.55
17778,US,1098,2025-01-13,2025-03-10,Image Labelling,0.967,130,0.66
17779,DE,1122,2024-10-30,2025-03-28,Image Labelling,0.913,740,2.23
17780,IN,1073,2025-02-16,2025-04-13,Receipt Transcription,0.985,1279,4.57
17781,US,1154,2024-12-21,2025-03-23,Business Search,0.98,690,3.22
17782,IT,1050,2025-04-13,2025-04-18,Image Labelling,0.983,317,1.4
17783,DE,1184,2024-08-29,2025-02-14,Receipt Transcription,0.971,839,3.91
17784,US,1078,2024-12-05,2025-04-16,Business Search,0.753,377,1.93
17785,UK,1164,2024-10-12,2025-03-16,Receipt Transcription,0.866,1066,3.66
17786,UK,1002,2025-01-02,2025-04-12,Receipt Transcription,1.0,258,0.76
17787,US,1156,2025-03-23,2025-04-03,Image Labelling,0.993,84,0.37
17788,IN,1195,2024-11-14,2025-02-01,Receipt Transcription,0.97,387,1.85
17789,UK,1174,2025-02-05,2025-04-12,Image Labelling,0.938,393,1.99
17790,UK,1079,2024-11-26,2025-02-26,Receipt Transcription,0.954,190,0.63
17791,BR,1068,2025-01-28,2025-03-06,Business Search,0.649,733,3.78
17792,DE,1020,2024-11-07,2025-01-27,Receipt Transcription,0.976,34,0.12
17793,DE,1041,2025-03-31,2025-04-05,Image Labelling,0.965,74,0.4
17794,IN,1117,2025-02-12,2025-03-10,Receipt Transcription,0.965,257,1.34
17795,BR,1020,2024-11-16,2025-04-21,Image Labelling,0.948,154,0.63
17796,US,1129,2024-12-15,2025-02-21,Business Search,0.946,423,1.61
17797,DE,1196,2024-12-25,2025-03-12,Receipt Transcription,0.979,630,2.35
17798,IN,1134,2024-12-31,2025-03-05,Receipt Transcription,0.937,496,1.6
17799,UK,1034,2024-12-18,2025-04-08,Receipt Transcription,0.945,555,1.6
17800,IN,1029,2025-03-16,2025-03-16,Business Search,0.929,461,2.27
17801,ZA,1171,2024-09-20,2025-03-09,Business Search,0.959,149,0.66
17802,BR,1173,2025-01-13,2025-04-22,Receipt Transcription,0.971,681,3.46
17803,UK,1054,2024-12-24,2025-03-02,Image Labelling,0.915,79,0.33
17804,UK,1000,2024-10-08,2025-03-12,Business Search,1.0,136,0.56
17805,ZA,1124,2024-12-18,2025-03-17,Receipt Transcription,0.988,858,4.64
17806,DE,1181,2025-01-15,2025-01-31,Receipt Transcription,0.971,133,0.42
17807,UK,1110,2024-10-02,2025-03-15,Receipt Transcription,0.97,71,0.27
17808,IN,1128,2024-12-19,2025-02-26,Receipt Transcription,0.94,335,1.34
17809,UK,1062,2024-12-14,2025-03-26,Image Labelling,0.997,256,1.39
17810,UK,1182,2024-10-07,2025-03-25,Receipt Transcription,0.942,157,0.66
17811,BR,1085,2025-02-07,2025-04-01,Business Search,0.943,654,3.56
17812,US,1076,2025-01-30,2025-03-03,Image Labelling,0.899,123,0.41
17813,US,1121,2024-09-03,2025-02-05,Image Labelling,0.895,77,0.32
17814,UK,1154,2024-12-04,2025-03-07,Image Labelling,0.936,51,0.28
17815,IN,1014,2024-11-12,2025-03-17,Receipt Transcription,0.973,684,3.64
17816,US,1126,2025-01-10,2025-01-29,Image Labelling,0.958,87,0.32
17817,DE,1136,2024-11-12,2025-03-17,Receipt Transcription,0.926,565,2.4
17818,IN,1068,2024-11-20,2025-03-03,Business Search,0.999,313,1.46
17819,NG,1058,2025-01-11,2025-03-11,Business Search,0.977,164,0.81
17820,UK,1150,2024-09-24,2025-02-23,Image Labelling,0.944,319,1.02
17821,NG,1107,2024-12-20,2025-03-12,Business Search,0.963,190,0.66
17822,UK,1112,2025-02-02,2025-04-16,Receipt Transcription,0.978,272,1.46
17823,IN,1106,2025-03-05,2025-04-07,Image Labelling,0.951,425,2.32
17824,DE,1138,2025-02-06,2025-03-23,Image Labelling,0.923,44,0.14
17825,US,1023,2025-02-03,2025-03-24,Receipt Transcription,0.923,454,2.17
17826,IN,1071,2025-02-03,2025-04-17,Image Labelling,0.971,114,0.53
17827,UK,1110,2024-12-11,2025-03-11,Image Labelling,0.979,207,0.91
17828,US,1181,2024-09-19,2025-03-16,Business Search,1.0,312,1.45
17829,DE,1105,2025-01-06,2025-04-14,Receipt Transcription,0.968,198,1.05
17830,IN,1158,2025-01-10,2025-04-04,Image Labelling,0.986,599,2.05
17831,UK,1149,2024-11-11,2025-03-06,Business Search,0.989,696,3.18
17832,US,1013,2024-10-10,2025-02-23,Receipt Transcription,0.885,577,2.94
17833,US,1004,2024-09-19,2025-03-14,Image Labelling,0.953,226,0.92
17834,DE,1126,2024-08-11,2025-02-06,Business Search,0.978,582,2.53
17835,DE,1016,2024-10-26,2025-03-29,Business Search,0.888,184,0.71
17836,UK,1081,2025-03-02,2025-03-09,Image Labelling,0.932,424,1.4
17837,US,1070,2025-03-14,2025-03-21,Business Search,0.683,129,0.56
17838,DE,1089,2025-02-14,2025-04-13,Business Search,0.939,1491,5.12
17839,IN,1171,2024-09-25,2025-02-28,Receipt Transcription,0.942,365,1.67
17840,IN,1078,2024-10-26,2025-03-12,Image Labelling,0.926,571,2.9
17841,BR,1092,2024-11-25,2025-03-18,Receipt Transcription,0.891,656,2.58
17842,US,1176,2025-01-18,2025-02-21,Receipt Transcription,0.956,419,1.44
17843,ZA,1064,2024-08-30,2025-02-20,Image Labelling,0.935,252,0.7
17844,UK,1131,2024-10-05,2025-03-15,Image Labelling,0.987,820,3.4
17845,ZA,1008,2024-09-08,2025-02-19,Receipt Transcription,0.903,626,2.18
17846,UK,1035,2025-01-13,2025-04-14,Receipt Transcription,1.0,212,0.77
17847,DE,1178,2025-02-19,2025-04-26,Image Labelling,0.898,71,0.37
17848,DE,1121,2024-10-23,2025-02-14,Image Labelling,0.962,50,0.15
17849,DE,1159,2024-11-21,2025-03-19,Receipt Transcription,0.955,78,0.29
17850,NG,1087,2024-08-27,2025-02-09,Image Labelling,0.976,68,0.33
17851,IN,1120,2024-11-02,2025-02-12,Image Labelling,0.973,235,0.9
17852,ZA,1145,2024-10-29,2025-04-05,Receipt Transcription,0.967,361,1.7
17853,IN,1142,2024-12-19,2025-02-13,Image Labelling,0.942,852,2.43
17854,DE,1019,2025-03-28,2025-04-04,Receipt Transcription,0.932,220,1.15
17855,US,1057,2024-12-16,2025-03-04,Business Search,0.948,85,0.26
17856,ZA,1039,2025-02-04,2025-03-11,Business Search,0.94,295,0.98
17857,IT,1065,2024-10-02,2025-02-19,Receipt Transcription,0.94,190,0.55
17858,IN,1088,2024-10-24,2025-03-17,Receipt Transcription,0.976,80,0.3
17859,DE,1140,2024-10-08,2025-02-25,Image Labelling,0.943,247,1.33
17860,IT,1012,2024-11-20,2025-02-11,Receipt Transcription,1.0,120,0.52
17861,BR,1061,2024-09-01,2025-02-08,Image Labelling,0.92,166,0.9
17862,US,1155,2025-02-05,2025-04-26,Receipt Transcription,0.968,695,2.9
17863,UK,1045,2024-11-12,2025-02-27,Business Search,0.954,355,1.06
17864,US,1142,2025-03-02,2025-04-09,Image Labelling,1.0,86,0.43
17865,IN,1092,2025-02-22,2025-02-26,Receipt Transcription,0.946,1106,4.38
17866,US,1171,2024-12-06,2025-03-24,Image Labelling,0.934,376,1.13
17867,US,1022,2024-12-16,2025-04-12,Image Labelling,0.997,188,1.0
17868,UK,1100,2024-10-14,2025-03-30,Image Labelling,0.967,41,0.14
17869,IT,1066,2024-09-03,2025-02-02,Image Labelling,0.983,169,0.63
17870,DE,1113,2024-09-27,2025-02-13,Image Labelling,0.958,1023,2.99
17871,US,1065,2024-12-10,2025-04-15,Image Labelling,0.929,34,0.19
17872,ZA,1049,2024-12-23,2025-03-10,Receipt Transcription,0.954,1775,6.82
17873,ZA,1140,2024-12-24,2025-03-21,Image Labelling,0.958,547,2.48
17874,UK,1001,2024-09-11,2025-01-29,Image Labelling,0.938,262,0.85
17875,IN,1033,2025-02-11,2025-03-11,Image Labelling,0.927,207,1.12
17876,IT,1039,2024-10-28,2025-03-06,Image Labelling,0.908,121,0.6
17877,UK,1068,2024-12-07,2025-03-29,Receipt Transcription,0.96,203,0.79
17878,UK,1188,2025-01-11,2025-02-20,Image Labelling,0.948,209,0.72
17879,DE,1152,2025-01-13,2025-04-03,Business Search,0.956,647,1.98
17880,DE,1076,2024-11-08,2025-03-28,Image Labelling,0.949,605,2.6
17881,UK,1190,2025-02-21,2025-03-13,Image Labelling,0.931,273,1.0
17882,NG,1027,2024-11-09,2025-03-01,Business Search,0.942,115,0.58
17883,DE,1112,2024-12-10,2025-02-23,Business Search,0.939,66,0.32
17884,IN,1055,2025-01-30,2025-03-16,Image Labelling,0.955,422,2.18
17885,US,1111,2024-10-10,2025-03-19,Image Labelling,0.962,425,1.54
17886,IT,1153,2024-12-13,2025-03-08,Receipt Transcription,0.941,1108,5.19
17887,UK,1154,2024-08-31,2025-02-24,Receipt Transcription,0.946,429,1.57
17888,IT,1025,2024-12-23,2025-04-16,Business Search,0.891,47,0.17
17889,IN,1014,2024-12-26,2025-02-23,Receipt Transcription,0.936,233,0.75
17890,IN,1049,2025-02-03,2025-03-28,Receipt Transcription,0.929,59,0.32
17891,DE,1133,2024-12-15,2025-04-18,Image Labelling,1.0,626,3.02
17892,IN,1067,2025-01-23,2025-03-26,Image Labelling,0.98,37990,164.49
17893,BR,1131,2024-11-17,2025-02-28,Business Search,0.971,82,0.25
17894,IN,1157,2024-11-13,2025-02-22,Image Labelling,0.945,195,1.04
17895,US,1076,2025-04-11,2025-04-13,Image Labelling,0.966,275,1.43
17896,IN,1008,2024-11-08,2025-03-12,Receipt Transcription,0.934,283,1.31
17897,US,1169,2024-12-09,2025-03-21,Image Labelling,0.959,189,0.8
17898,BR,1013,2024-10-27,2025-03-21,Image Labelling,0.96,160,0.46
17899,IT,1039,2024-09-28,2025-03-16,Image Labelling,0.92,212,0.63
17900,DE,1130,2025-01-23,2025-04-20,Image Labelling,0.942,429,1.28
17901,US,1168,2024-12-02,2025-04-20,Business Search,0.767,476,2.55
17902,DE,1032,2024-11-07,2025-01-30,Image Labelling,0.928,422,1.49
17903,BR,1078,2025-01-20,2025-03-13,Image Labelling,0.953,61041,206.44
17904,US,1059,2024-10-07,2025-03-18,Image Labelling,0.933,54,0.28
17905,DE,1063,2024-12-30,2025-04-20,Image Labelling,0.955,48,0.15
17906,BR,1061,2025-01-23,2025-02-02,Receipt Transcription,0.925,119,0.65
17907,DE,1078,2024-10-22,2025-04-08,Image Labelling,0.946,380,1.29
17908,DE,1134,2025-01-09,2025-03-25,Image Labelling,0.989,38,0.21
17909,IT,1075,2024-12-03,2025-04-02,Image Labelling,0.958,228,1.08
17910,DE,1049,2024-09-03,2025-02-22,Business Search,0.997,203,0.93
17911,US,1038,2024-12-29,2025-04-04,Image Labelling,0.927,102,0.32
17912,US,1198,2024-11-06,2025-02-21,Receipt Transcription,1.0,35,0.1
17913,IN,1174,2025-02-23,2025-03-28,Image Labelling,0.939,120,0.4
17914,BR,1104,2024-11-18,2025-04-07,Receipt Transcription,0.975,213,0.79
17915,US,1069,2025-01-04,2025-04-07,Image Labelling,0.927,79,0.37
17916,UK,1025,2024-12-19,2025-03-16,Image Labelling,0.93,175,0.5
17917,DE,1057,2025-02-02,2025-03-05,Image Labelling,0.94,44,0.24
17918,NG,1072,2024-11-30,2025-02-17,Business Search,0.621,358,1.73
17919,UK,1178,2024-08-13,2025-01-30,Business Search,0.909,422,1.34
17920,BR,1051,2024-11-23,2025-01-31,Image Labelling,0.968,53,0.15
17921,US,1143,2025-01-25,2025-03-05,Image Labelling,1.0,290,1.29
17922,BR,1047,2024-10-20,2025-02-04,Receipt Transcription,0.695,71,0.3
17923,IT,1026,2024-11-07,2025-02-06,Receipt Transcription,0.954,31,0.09
17924,IN,1160,2024-11-19,2025-02-13,Receipt Transcription,0.936,61,0.33
17925,DE,1150,2025-02-10,2025-03-11,Business Search,0.947,548,3.0
17926,IN,1172,2024-10-09,2025-03-21,Image Labelling,0.909,126,0.38
17927,US,1099,2024-12-11,2025-03-30,Image Labelling,0.897,54,0.22
17928,US,1021,2024-11-20,2025-03-11,Image Labelling,0.926,255,1.04
17929,DE,1041,2025-03-06,2025-03-27,Image Labelling,0.948,1022,3.89
17930,BR,1108,2025-01-22,2025-04-14,Receipt Transcription,0.919,270,0.82
17931,IN,1032,2024-11-17,2025-03-01,Image Labelling,0.997,44487,149.71
17932,IT,1108,2024-10-14,2025-03-29,Receipt Transcription,1.0,1376,6.81
17933,IT,1137,2024-12-13,2025-03-27,Receipt Transcription,0.927,354,1.93
17934,US,1046,2024-10-04,2025-03-25,Receipt Transcription,0.983,433,1.41
17935,NG,1095,2024-11-16,2025-03-20,Receipt Transcription,0.998,43,0.23
17936,IN,1124,2025-03-05,2025-04-02,Business Search,0.87,112,0.55
17937,IN,1078,2025-03-30,2025-04-10,Receipt Transcription,0.982,48,0.17
17938,DE,1038,2024-11-25,2025-03-03,Receipt Transcription,0.954,81,0.26
17939,ZA,1121,2024-10-08,2025-03-26,Business Search,0.984,861,3.03
17940,BR,1045,2024-12-23,2025-02-18,Receipt Transcription,0.927,258,1.02
17941,IN,1071,2024-10-28,2025-04-05,Image Labelling,0.619,424,2.2
17942,DE,1050,2025-03-21,2025-04-16,Image Labelling,0.977,240,0.88
17943,IN,1024,2024-11-23,2025-04-05,Receipt Transcription,0.921,108,0.46
17944,IT,1081,2024-12-28,2025-03-12,Business Search,0.724,126,0.39
17945,DE,1142,2025-02-06,2025-02-08,Image Labelling,0.897,78,0.33
17946,UK,1057,2025-02-22,2025-04-15,Image Labelling,0.912,56,0.2
17947,DE,1186,2025-01-28,2025-04-10,Image Labelling,0.956,114,0.62
17948,IT,1025,2025-01-11,2025-03-30,Image Labelling,0.942,176,0.5
17949,DE,1040,2025-03-14,2025-04-13,Receipt Transcription,0.996,626,2.46
17950,UK,1043,2024-11-25,2025-03-15,Image Labelling,0.909,401,2.16
17951,IN,1084,2024-11-25,2025-04-26,Image Labelling,0.952,251,1.15
17952,IT,1021,2024-12-10,2025-04-12,Business Search,0.978,90,0.26
